text,label
由于山西、陕西、内蒙等地严格的交通管控，煤炭现货主要在省内销售的情况偏多。,"[{""start"": 2, ""end"": 4, ""text"": ""山西"", ""labels"": [""LOC""]}, {""start"": 5, ""end"": 7, ""text"": ""陕西"", ""labels"": [""LOC""]}, {""start"": 8, ""end"": 10, ""text"": ""内蒙"", ""labels"": [""LOC""]}]"
",新冠肺炎疫情并非是首次流行病毒爆发而危及全球金融市场。","[{""start"": 1, ""end"": 5, ""text"": ""新冠肺炎"", ""labels"": [""DIS""]}, {""start"": 12, ""end"": 15, ""text"": ""流行病"", ""labels"": [""DIS""]}]"
"摄影/新京报记者,张璐,■北京制定新冠肺炎病例临床路径,系国内首个,发布会上，北京医学会、北京医师协会、北京市新冠肺炎医疗救治市级专家组共同发布《北京市新型冠状病毒肺炎病例临床路径》（第一版）,。","[{""start"": 3, ""end"": 6, ""text"": ""新京报"", ""labels"": [""ORG""]}, {""start"": 9, ""end"": 11, ""text"": ""张璐"", ""labels"": [""PER""]}, {""start"": 13, ""end"": 15, ""text"": ""北京"", ""labels"": [""LOC""]}, {""start"": 17, ""end"": 21, ""text"": ""新冠肺炎"", ""labels"": [""DIS""]}, {""start"": 39, ""end"": 44, ""text"": ""北京医学会"", ""labels"": [""ORG""]}, {""start"": 45, ""end"": 51, ""text"": ""北京医师协会"", ""labels"": [""ORG""]}, {""start"": 52, ""end"": 68, ""text"": ""北京市新冠肺炎医疗救治市级专家组"", ""labels"": [""ORG""]}, {""start"": 76, ""end"": 84, ""text"": ""新型冠状病毒肺炎"", ""labels"": [""DIS""]}, {""start"": 73, ""end"": 76, ""text"": ""北京市"", ""labels"": [""LOC""]}]"
",据新华社20日消息，近期，湖北省武汉市等多个地区发生新型冠状病毒感染的肺炎疫情。","[{""start"": 2, ""end"": 5, ""text"": ""新华社"", ""labels"": [""ORG""]}, {""start"": 5, ""end"": 8, ""text"": ""20日"", ""labels"": [""TIME""]}, {""start"": 14, ""end"": 17, ""text"": ""湖北省"", ""labels"": [""LOC""]}, {""start"": 17, ""end"": 20, ""text"": ""武汉市"", ""labels"": [""LOC""]}, {""start"": 27, ""end"": 33, ""text"": ""新型冠状病毒"", ""labels"": [""DIS""]}, {""start"": 36, ""end"": 38, ""text"": ""肺炎"", ""labels"": [""DIS""]}]"
不过在湖北省的办公室按照政府的统一规定还未复工。,"[{""start"": 3, ""end"": 5, ""text"": ""湖北"", ""labels"": [""LOC""]}]"
郝鹏强调，疫情就是命令，防控就是责任，中央企业要把疫情防控工作作为当前最重要的工作来抓，压实责任、强化措施，为坚决打赢疫情防控阻击战贡献力量。,"[{""start"": 0, ""end"": 2, ""text"": ""郝鹏"", ""labels"": [""PER""]}]"
吴悠感慨，“那一刻，我觉得自己是在‘救人’。,"[{""start"": 0, ""end"": 2, ""text"": ""吴悠"", ""labels"": [""PER""]}]"
",粤开证券首席宏观研究员张德礼表示，国际大宗商品价格对疫情对生产带来的影响做出强烈反应，原油、铜、铝等的价格跌幅都在10%以上。","[{""start"": 1, ""end"": 5, ""text"": ""粤开证券"", ""labels"": [""ORG""]}, {""start"": 12, ""end"": 15, ""text"": ""张德礼"", ""labels"": [""PER""]}]"
2月20日被诊断为新冠肺炎，目前在陕西省传染病院（西安市第八医院）隔离治疗。,"[{""start"": 0, ""end"": 5, ""text"": ""2月20日"", ""labels"": [""TIME""]}, {""start"": 9, ""end"": 13, ""text"": ""新冠肺炎"", ""labels"": [""DIS""]}, {""start"": 17, ""end"": 20, ""text"": ""陕西省"", ""labels"": [""LOC""]}, {""start"": 25, ""end"": 28, ""text"": ""西安市"", ""labels"": [""LOC""]}, {""start"": 33, ""end"": 35, ""text"": ""隔离"", ""labels"": [""POL""]}]"
从湖北省内来看，虽然今天的数据单天的增量比较大，但主要是疫情的存量，但是湖北省也得到了有效的控制。,"[{""start"": 1, ""end"": 4, ""text"": ""湖北省"", ""labels"": [""LOC""]}, {""start"": 36, ""end"": 39, ""text"": ""湖北省"", ""labels"": [""LOC""]}]"
",106架机将在东营等试飞基地开展验证客舱、照明、外部噪声等相关科目的试飞任务。","[{""start"": 8, ""end"": 10, ""text"": ""东营"", ""labels"": [""LOC""]}]"
在像京东方、TCL华星、彩虹光电、中电熊猫等中国显示企业在液晶面板的降价抢市冲刺，特别是产能饱和下的争夺式释放中，LCD面板在市场上出现一轮持续下跌，带来的结果便是进一步冲击LGD原来的LCD面板业务的出货量和盈利能力。,"[{""start"": 2, ""end"": 5, ""text"": ""京东方"", ""labels"": [""ORG""]}, {""start"": 6, ""end"": 11, ""text"": ""TCL华星"", ""labels"": [""ORG""]}, {""start"": 12, ""end"": 16, ""text"": ""彩虹光电"", ""labels"": [""ORG""]}, {""start"": 17, ""end"": 21, ""text"": ""中电熊猫"", ""labels"": [""ORG""]}, {""start"": 22, ""end"": 24, ""text"": ""中国"", ""labels"": [""LOC""]}]"
"原标题：众志成城,汇付天下宣布携全体员工捐赠520万元驰援疫情防控！","[{""start"": 9, ""end"": 13, ""text"": ""汇付天下"", ""labels"": [""ORG""]}]"
",洋浦不少建设项目的工人多来自岛外，由于疫情无法返程或需要隔离，项目普遍存在用工短缺现象。","[{""start"": 1, ""end"": 4, ""text"": ""洋浦不"", ""labels"": [""ORG""]}, {""start"": 29, ""end"": 31, ""text"": ""隔离"", ""labels"": [""TOOL""]}]"
黄冈市于当天下发文件，要求各县市限期完成疑似病例采样送检工作。,"[{""start"": 0, ""end"": 3, ""text"": ""黄冈市"", ""labels"": [""LOC""]}, {""start"": 20, ""end"": 24, ""text"": ""疑似病例"", ""labels"": [""TREAT""]}]"
建议每户家庭每两天可指派1名家庭成员佩戴口罩，做好防护后，出门上街采购生活物资，其他人员除生病就医、疫情防控工作需要、在商超和药店上班外，请一律不要外出。,"[{""start"": 20, ""end"": 22, ""text"": ""口罩"", ""labels"": [""TOOL""]}]"
去年10月30日，B站还正式上线了付费课程，平台作为学习社区的属性越来越强。,"[{""start"": 2, ""end"": 8, ""text"": ""10月30日"", ""labels"": [""TIME""]}, {""start"": 9, ""end"": 11, ""text"": ""B站"", ""labels"": [""ORG""]}]"
根据湖北省人民政府官网，1月21日，副省长曹广晶召开专题会议，部署疫情防控产品生产供应和储备保障工作，要求企业开足马力保障市场供应。,"[{""start"": 2, ""end"": 11, ""text"": ""湖北省人民政府官网"", ""labels"": [""ORG""]}, {""start"": 12, ""end"": 17, ""text"": ""1月21日"", ""labels"": [""TIME""]}, {""start"": 21, ""end"": 24, ""text"": ""曹广晶"", ""labels"": [""PER""]}]"
",新京报：疫情期间延迟复工，是否会对当前生产和交付造成影响？","[{""start"": 1, ""end"": 4, ""text"": ""新京报"", ""labels"": [""ORG""]}]"
",拾城,陈中秋,1月31日，上海市疫情防控新闻发布会上，所有记者都戴上了口罩进行采访工作。","[{""start"": 4, ""end"": 7, ""text"": ""陈中秋"", ""labels"": [""PER""]}, {""start"": 8, ""end"": 13, ""text"": ""1月31日"", ""labels"": [""TIME""]}, {""start"": 14, ""end"": 17, ""text"": ""上海市"", ""labels"": [""LOC""]}, {""start"": 36, ""end"": 38, ""text"": ""口罩"", ""labels"": [""TOOL""]}]"
公司捐款600万元将作为疫情救助专款使用，为湖北省人民的生命安全尽微薄之力。,"[{""start"": 22, ""end"": 24, ""text"": ""湖北"", ""labels"": [""LOC""]}]"
不仅公司所有门店春节期间正常营业，大部分门店还根据实际情况作延时服务，并且商品不涨价。,"[{""start"": 8, ""end"": 10, ""text"": ""春节"", ""labels"": [""TIME""]}]"
",经中央军委主席习近平批准，军队增派2600名医护人员支援武汉抗击新冠肺炎疫情。","[{""start"": 8, ""end"": 11, ""text"": ""习近平"", ""labels"": [""PER""]}, {""start"": 29, ""end"": 31, ""text"": ""武汉"", ""labels"": [""LOC""]}, {""start"": 33, ""end"": 37, ""text"": ""新冠肺炎"", ""labels"": [""DIS""]}]"
"（责任编辑：于建平,主编：赵云）,责任编辑：程立","[{""start"": 6, ""end"": 9, ""text"": ""于建平"", ""labels"": [""PER""]}, {""start"": 13, ""end"": 15, ""text"": ""赵云"", ""labels"": [""PER""]}, {""start"": 22, ""end"": 24, ""text"": ""程立"", ""labels"": [""PER""]}]"
但影响是暂时和阶段性的，中国外贸韧性强，竞争力强，企业的创新能力和市场开拓能力也很强，外贸发展长期向好的趋势没有改变。,"[{""start"": 12, ""end"": 13, ""text"": ""中"", ""labels"": [""LOC""]}]"
",厨师们正在为洪山体育馆方舱医院配餐。","[{""start"": 7, ""end"": 12, ""text"": ""洪山体育馆"", ""labels"": [""LOC""]}]"
某教培上市企业教师告诉《每日经济新闻》记者，在疫情初期开始直播课后，如何使用教学器材、教学方式均是不小的挑战。,"[{""start"": 11, ""end"": 19, ""text"": ""《每日经济新闻》"", ""labels"": [""ORG""]}]"
”针对这个问题，中央指导组组织多方力量驰援武汉，争分夺秒开展救治工作，“我记得当时从全国调来了8支由专家牵头的医疗队到武汉，集中了三家大医院，协和、同济、人民收集重症，而后建立火神山、雷神山医院救治重症患者，把重症患者集中到一起，接下来又分类、分级、分层开展管理救治，建设11家方舱医院，8000多位患者现在在方舱医院，建立400多个隔离点。,"[{""start"": 21, ""end"": 23, ""text"": ""武汉"", ""labels"": [""LOC""]}, {""start"": 59, ""end"": 61, ""text"": ""武汉"", ""labels"": [""LOC""]}, {""start"": 71, ""end"": 73, ""text"": ""协和"", ""labels"": [""ORG""]}, {""start"": 74, ""end"": 76, ""text"": ""同济"", ""labels"": [""ORG""]}, {""start"": 77, ""end"": 79, ""text"": ""人民"", ""labels"": [""ORG""]}, {""start"": 88, ""end"": 91, ""text"": ""火神山"", ""labels"": [""LOC""]}, {""start"": 92, ""end"": 97, ""text"": ""雷神山医院"", ""labels"": [""ORG""]}, {""start"": 167, ""end"": 169, ""text"": ""隔离"", ""labels"": [""POL""]}]"
中新社记者28日辗转通过邮件联系到罗尔夫·希尔根费尔德本人，他独家回应称，关于两种抑制剂的许多消息都是假新闻，“我们离（将其）应用于人体还有很远的距离”。,"[{""start"": 0, ""end"": 3, ""text"": ""中新社"", ""labels"": [""ORG""]}, {""start"": 5, ""end"": 8, ""text"": ""28日"", ""labels"": [""TIME""]}, {""start"": 17, ""end"": 27, ""text"": ""罗尔夫·希尔根费尔德"", ""labels"": [""PER""]}]"
",可以说恒大大获成功的背后，不禁值得车企们反思，“大家涨我也跟着涨”到底对不对了。","[{""start"": 4, ""end"": 6, ""text"": ""恒大"", ""labels"": [""ORG""]}]"
"此外，口罩股Alpha,Pro,Tech盘前涨16.14%。","[{""start"": 3, ""end"": 5, ""text"": ""口罩"", ""labels"": [""TOOL""]}]"
2月14日，孝感市纪委监委公开通报这起容错免责案例。,"[{""start"": 0, ""end"": 5, ""text"": ""2月14日"", ""labels"": [""TIME""]}, {""start"": 6, ""end"": 8, ""text"": ""孝感"", ""labels"": [""LOC""]}]"
公共卫生体系下的中国疾病预防控制信息系统，支撑新型冠状病毒感染的肺炎疫情数据填报和逐级统计；区域全民健康信息平台可以做病历汇聚、分析、应用工作，服务于疫情防控、临床救治和科研攻关；2）远程医疗服务。,"[{""start"": 8, ""end"": 10, ""text"": ""中国"", ""labels"": [""LOC""]}, {""start"": 23, ""end"": 29, ""text"": ""新型冠状病毒"", ""labels"": [""DIS""]}, {""start"": 32, ""end"": 34, ""text"": ""肺炎"", ""labels"": [""DIS""]}]"
”陈敏对《每日经济新闻》记者表示。,"[{""start"": 1, ""end"": 3, ""text"": ""陈敏"", ""labels"": [""PER""]}, {""start"": 4, ""end"": 12, ""text"": ""《每日经济新闻》"", ""labels"": [""ORG""]}]"
",截至2020年2月6日，创业板上市公司已经全部披露了2019年年报业绩预告，创业板净利润增速达到64.43%，明显超越去年三季度成绩。","[{""start"": 3, ""end"": 12, ""text"": ""2020年2月6日"", ""labels"": [""TIME""]}, {""start"": 27, ""end"": 32, ""text"": ""2019年"", ""labels"": [""TIME""]}, {""start"": 62, ""end"": 65, ""text"": ""三季度"", ""labels"": [""TIME""]}]"
"原标题：湖南确保今年种粮面积6900万亩,本报长沙3月3日电??（记者何勇、申智林）3月1日上午，在湖南省宁乡市得资福镇合星村，田野上机器轰鸣，农机手正忙着整理秧田。","[{""start"": 4, ""end"": 6, ""text"": ""湖南"", ""labels"": [""LOC""]}, {""start"": 23, ""end"": 25, ""text"": ""长沙"", ""labels"": [""LOC""]}, {""start"": 25, ""end"": 29, ""text"": ""3月3日"", ""labels"": [""TIME""]}, {""start"": 35, ""end"": 37, ""text"": ""何勇"", ""labels"": [""PER""]}, {""start"": 38, ""end"": 41, ""text"": ""申智林"", ""labels"": [""PER""]}, {""start"": 42, ""end"": 47, ""text"": ""3月1日上"", ""labels"": [""TIME""]}, {""start"": 50, ""end"": 52, ""text"": ""湖南"", ""labels"": [""LOC""]}, {""start"": 53, ""end"": 56, ""text"": ""宁乡市"", ""labels"": [""LOC""]}, {""start"": 56, ""end"": 63, ""text"": ""得资福镇合星村"", ""labels"": [""LOC""]}]"
",因营收表现好于市场预期，截止3月5日收盘，唯品会股价为16.66美元，涨了26.98%，市值为111.46亿美元。","[{""start"": 15, ""end"": 19, ""text"": ""3月5日"", ""labels"": [""TIME""]}, {""start"": 22, ""end"": 25, ""text"": ""唯品会"", ""labels"": [""ORG""]}]"
",梁信军：我刚才讲了，不知道大家听明白了没有？","[{""start"": 1, ""end"": 4, ""text"": ""梁信军"", ""labels"": [""PER""]}]"
根据相关研究数据显示，2020/2021年折叠屏手机AMOLED出货量将约为830/1750万部，同比增长率超过450%/111%，到2025年出货量将达到5340万部，年复合增长率约为81%，市场渗透率达到3.4%。,"[{""start"": 11, ""end"": 21, ""text"": ""2020/2021年"", ""labels"": [""TIME""]}, {""start"": 67, ""end"": 72, ""text"": ""2025年"", ""labels"": [""TIME""]}]"
财政部社会保障司司长符金陵介绍，为了应对疫情防控需要，中央财政拨付湖北省中央基建投资补助资金5亿元，主要用于支持武汉火神山、雷神山两个医院基本建设和设备购置，以及相关医院重症治疗病区建设。,"[{""start"": 10, ""end"": 13, ""text"": ""符金陵"", ""labels"": [""PER""]}, {""start"": 11, ""end"": 13, ""text"": ""金陵"", ""labels"": [""PER""]}, {""start"": 33, ""end"": 36, ""text"": ""湖北省"", ""labels"": [""LOC""]}, {""start"": 56, ""end"": 61, ""text"": ""武汉火神山"", ""labels"": [""LOC""]}, {""start"": 62, ""end"": 65, ""text"": ""雷神山"", ""labels"": [""LOC""]}]"
"原标题：国家统计局：2月中国制造业PMI为35.7%?,新京报快讯,据国家统计局官网消息，2020年2月29日国家统计局服务业调查中心和中国物流与采购联合会发布了中国采购经理指数。","[{""start"": 4, ""end"": 9, ""text"": ""国家统计局"", ""labels"": [""ORG""]}, {""start"": 10, ""end"": 12, ""text"": ""2月"", ""labels"": [""TIME""]}, {""start"": 12, ""end"": 14, ""text"": ""中国"", ""labels"": [""LOC""]}, {""start"": 28, ""end"": 31, ""text"": ""新京报"", ""labels"": [""ORG""]}, {""start"": 35, ""end"": 40, ""text"": ""国家统计局"", ""labels"": [""ORG""]}, {""start"": 45, ""end"": 55, ""text"": ""2020年2月29日"", ""labels"": [""TIME""]}, {""start"": 55, ""end"": 60, ""text"": ""国家统计局"", ""labels"": [""ORG""]}, {""start"": 68, ""end"": 78, ""text"": ""中国物流与采购联合会"", ""labels"": [""ORG""]}, {""start"": 81, ""end"": 83, ""text"": ""中国"", ""labels"": [""LOC""]}]"
”配图能够看到，沙堆上有三个戴着口罩的头像，头像四周，分布着“病毒”样的花纹，作品中上写有“抗击新冠病毒，我们与中国同在”的英文字样。,"[{""start"": 16, ""end"": 18, ""text"": ""口罩"", ""labels"": [""TOOL""]}, {""start"": 48, ""end"": 52, ""text"": ""新冠病毒"", ""labels"": [""DIS""]}, {""start"": 56, ""end"": 58, ""text"": ""中国"", ""labels"": [""LOC""]}]"
"?,?,如今的武汉乃至整个湖北，面临着从未有过的考验和伤痛，我们都是土生土长的湖北人，作出理智和必要的牺牲，不给年轻人和政府添麻烦，是本分，更应该是我们的责任和该有的担当。","[{""start"": 7, ""end"": 9, ""text"": ""武汉"", ""labels"": [""LOC""]}, {""start"": 13, ""end"": 15, ""text"": ""湖北"", ""labels"": [""LOC""]}, {""start"": 39, ""end"": 41, ""text"": ""湖北"", ""labels"": [""LOC""]}]"
目前仍在院治疗5486例（其中：重症804例、危重症290例），均在定点医疗机构接受隔离治疗。,"[{""start"": 42, ""end"": 44, ""text"": ""隔离"", ""labels"": [""POL""]}]"
"”,疫情期间，真功夫的团餐业务主要针对的是复工复产后的企事业单位及政府部门。","[{""start"": 7, ""end"": 10, ""text"": ""真功夫"", ""labels"": [""ORG""]}]"
"新冠肺炎疫情地图,责任编辑：柳龙龙","[{""start"": 0, ""end"": 4, ""text"": ""新冠肺炎"", ""labels"": [""DIS""]}, {""start"": 14, ""end"": 17, ""text"": ""柳龙龙"", ""labels"": [""PER""]}]"
阿里、滴滴、快手、微博、喜马拉雅等互联网公司则采取的是2月3日-2月7日在家办公，2月10日正常上班的政策。,"[{""start"": 0, ""end"": 2, ""text"": ""阿里"", ""labels"": [""ORG""]}, {""start"": 3, ""end"": 5, ""text"": ""滴滴"", ""labels"": [""ORG""]}, {""start"": 6, ""end"": 8, ""text"": ""快手"", ""labels"": [""ORG""]}, {""start"": 9, ""end"": 11, ""text"": ""微博"", ""labels"": [""ORG""]}, {""start"": 12, ""end"": 16, ""text"": ""喜马拉雅"", ""labels"": [""ORG""]}, {""start"": 27, ""end"": 31, ""text"": ""2月3日"", ""labels"": [""TIME""]}, {""start"": 32, ""end"": 36, ""text"": ""2月7日"", ""labels"": [""TIME""]}, {""start"": 41, ""end"": 46, ""text"": ""2月10日"", ""labels"": [""TIME""]}]"
",黄荷凤：,此外，为了更好地评估感染新型冠状病毒的早孕患者继续妊娠的风险，我们还需要重视：孕妇体内病毒的载量（核酸检测滴度），是第几代感染者，肺部CT提示累及是否超过两个肺叶，以及孕妇是否高龄或合并基础疾病（糖尿病、高血压等）。","[{""start"": 1, ""end"": 4, ""text"": ""黄荷凤"", ""labels"": [""PER""]}, {""start"": 18, ""end"": 24, ""text"": ""新型冠状病毒"", ""labels"": [""DIS""]}, {""start"": 55, ""end"": 59, ""text"": ""核酸检测"", ""labels"": [""TREAT""]}, {""start"": 73, ""end"": 75, ""text"": ""CT"", ""labels"": [""TOOL""]}, {""start"": 104, ""end"": 107, ""text"": ""糖尿病"", ""labels"": [""DIS""]}, {""start"": 108, ""end"": 111, ""text"": ""高血压"", ""labels"": [""DIS""]}]"
",因疫情防控不能在休息日休假的，可补休或支付200%加班工资,《通知》共15条，针对因疫情防控可能引发的劳动用工争议常见问题，如延长休息日、不能按时到岗、隔离治疗或者医学观察期的工资待遇、工伤认定、劳动合同履行和解除、未及时支付劳动报酬及缴纳社会保险、必要劳动保护以及仲裁时效和提起诉讼期间等，明确了基本原则和具体处理规则。","[{""start"": 77, ""end"": 79, ""text"": ""隔离"", ""labels"": [""POL""]}, {""start"": 83, ""end"": 87, ""text"": ""医学观察"", ""labels"": [""TREAT""]}]"
",1月30日，满载10吨高性能建筑结构密封胶产品的货车由襄阳开往武汉，于下午15时到达火神山医院施工现场。","[{""start"": 1, ""end"": 6, ""text"": ""1月30日"", ""labels"": [""TIME""]}, {""start"": 28, ""end"": 30, ""text"": ""襄阳"", ""labels"": [""LOC""]}, {""start"": 32, ""end"": 34, ""text"": ""武汉"", ""labels"": [""LOC""]}, {""start"": 43, ""end"": 48, ""text"": ""火神山医院"", ""labels"": [""ORG""]}]"
"（本报评论员孙飞）,点击进入专题：,聚焦新型冠状病毒肺炎疫情,责任编辑：刘光博","[{""start"": 6, ""end"": 8, ""text"": ""孙飞"", ""labels"": [""PER""]}, {""start"": 20, ""end"": 28, ""text"": ""新型冠状病毒肺炎"", ""labels"": [""DIS""]}, {""start"": 36, ""end"": 39, ""text"": ""刘光博"", ""labels"": [""PER""]}]"
",比如，高德红外腊月二十七前就在武汉机场、车站和医院等人流密集地区，安装了,50,多台最新型号红外人体测温仪，并力保半个月内完成,500-800,台体温筛查产品的交付使用。","[{""start"": 4, ""end"": 6, ""text"": ""高德"", ""labels"": [""ORG""]}, {""start"": 8, ""end"": 13, ""text"": ""腊月二十七"", ""labels"": [""TIME""]}, {""start"": 16, ""end"": 18, ""text"": ""武汉"", ""labels"": [""LOC""]}, {""start"": 51, ""end"": 54, ""text"": ""测温仪"", ""labels"": [""TOOL""]}]"
中国国家卫健委发布通知，要求医务人员强制报告个人健康状况，并实行无惩罚性的感染报告制度。,"[{""start"": 0, ""end"": 2, ""text"": ""中国"", ""labels"": [""LOC""]}, {""start"": 2, ""end"": 7, ""text"": ""国家卫健委"", ""labels"": [""ORG""]}]"
现有疑似病例4例。,"[{""start"": 2, ""end"": 6, ""text"": ""疑似病例"", ""labels"": [""TREAT""]}]"
此外，京东企业业务将为新产生远程线上办公需求的企业提供短期办公设备租赁服务并提供全国性配送调试服务。,"[{""start"": 3, ""end"": 7, ""text"": ""京东企业"", ""labels"": [""ORG""]}]"
2019年，存款增速回升至8.7%。,"[{""start"": 0, ""end"": 5, ""text"": ""2019年"", ""labels"": [""TIME""]}]"
",“2月3日开始在线上办公，通过集成在钉钉移动端平台上的应用，对生产物料申请订单、出入库审批、产品销售单据的出具、财务审批到账等多项事务进行操作。","[{""start"": 2, ""end"": 6, ""text"": ""2月3日"", ""labels"": [""TIME""]}, {""start"": 19, ""end"": 21, ""text"": ""钉钉"", ""labels"": [""ORG""]}]"
韩国总理今天将抵达大邱，指导疫情防控工作，韩国政府还提出了四周之内管控大邱疫情的目标，将会在未来两周对有感冒症状的2.8万名大邱市民进行检测，以早期排查出轻症新冠患者。,"[{""start"": 0, ""end"": 2, ""text"": ""韩国"", ""labels"": [""LOC""]}, {""start"": 9, ""end"": 11, ""text"": ""大邱"", ""labels"": [""LOC""]}, {""start"": 21, ""end"": 23, ""text"": ""韩国"", ""labels"": [""LOC""]}, {""start"": 35, ""end"": 37, ""text"": ""大邱"", ""labels"": [""LOC""]}, {""start"": 52, ""end"": 54, ""text"": ""感冒"", ""labels"": [""DIS""]}, {""start"": 62, ""end"": 64, ""text"": ""大邱"", ""labels"": [""LOC""]}, {""start"": 79, ""end"": 81, ""text"": ""新冠"", ""labels"": [""DIS""]}]"
梁越叮嘱学生注意放松眼睛，自己却是一天到晚盯着手机。,"[{""start"": 0, ""end"": 2, ""text"": ""梁越"", ""labels"": [""PER""]}]"
在协和医院里，她一边哭一边说，后悔带妈妈回武汉过年，不然妈妈就不会“中标”。,"[{""start"": 1, ""end"": 5, ""text"": ""协和医院"", ""labels"": [""ORG""]}, {""start"": 21, ""end"": 23, ""text"": ""武汉"", ""labels"": [""LOC""]}]"
但是近期市场更多地关注海外疫情的发展情况，对于铁矿石来讲，重点关注的国家就是巴西与澳大利亚。,"[{""start"": 38, ""end"": 40, ""text"": ""巴西"", ""labels"": [""LOC""]}, {""start"": 41, ""end"": 45, ""text"": ""澳大利亚"", ""labels"": [""LOC""]}]"
",全国30个省份已部署企业复工复产,国务院联防联控机制于2月9日召开新闻发布会，介绍重要生活物资生产保供有关情况。","[{""start"": 18, ""end"": 27, ""text"": ""国务院联防联控机制"", ""labels"": [""ORG""]}, {""start"": 28, ""end"": 32, ""text"": ""2月9日"", ""labels"": [""TIME""]}]"
”温彬对记者表示。,"[{""start"": 1, ""end"": 3, ""text"": ""温彬"", ""labels"": [""PER""]}]"
利用好春节假期的窗口，把隐患和风险消灭于未然，刻不容缓。,"[{""start"": 3, ""end"": 5, ""text"": ""春节"", ""labels"": [""TIME""]}]"
",文/谢莲,点击进入专题：,聚焦新型冠状病毒肺炎疫情,实时更新|","[{""start"": 3, ""end"": 5, ""text"": ""谢莲"", ""labels"": [""PER""]}, {""start"": 16, ""end"": 24, ""text"": ""新型冠状病毒肺炎"", ""labels"": [""DIS""]}]"
",恩施州纪检监察机关还开通24小时举报热线，畅通监督渠道，随时受理投诉举报。","[{""start"": 1, ""end"": 3, ""text"": ""恩施"", ""labels"": [""LOC""]}]"
这一禁令不适用于新加坡居民以及长期居住权持有者。,"[{""start"": 8, ""end"": 11, ""text"": ""新加坡"", ""labels"": [""LOC""]}]"
例如在中东呼吸综合征疫情期间，1名病人传染了82人；在西非埃博拉疫情期间，3%的病人导致61%疫情的传播。,"[{""start"": 3, ""end"": 10, ""text"": ""中东呼吸综合征"", ""labels"": [""DIS""]}, {""start"": 27, ""end"": 31, ""text"": ""西非埃博"", ""labels"": [""DIS""]}]"
同时，神仙居旅游集团下属淡竹休闲谷、永安溪漂流、永安溪绿道景区也一并开放。,"[{""start"": 3, ""end"": 10, ""text"": ""神仙居旅游集团"", ""labels"": [""ORG""]}]"
",由于中国的疫情暴发，导致全球口罩的紧缺，这似乎是有史以来非常罕见的现象。","[{""start"": 3, ""end"": 5, ""text"": ""中国"", ""labels"": [""LOC""]}, {""start"": 15, ""end"": 17, ""text"": ""口罩"", ""labels"": [""TOOL""]}]"
存单发行利率多数下滑，1M品种下行10-40bp不等，股份行及农商行的3M和6M均有下滑，城商行的3M和6M则上涨7-9bp不等。,"[{""start"": 31, ""end"": 34, ""text"": ""农商行"", ""labels"": [""ORG""]}, {""start"": 45, ""end"": 48, ""text"": ""城商行"", ""labels"": [""ORG""]}]"
“我们已将新冠肺炎在全球范围的蔓延风险和影响风险评估上调至‘非常高’”。,"[{""start"": 5, ""end"": 9, ""text"": ""新冠肺炎"", ""labels"": [""DIS""]}]"
",博瑞传播捐400万支援武汉疫区400万设四川首支教育抗疫公益基金,疫情面前，责无旁贷。","[{""start"": 1, ""end"": 5, ""text"": ""博瑞传播"", ""labels"": [""ORG""]}, {""start"": 12, ""end"": 14, ""text"": ""武汉"", ""labels"": [""LOC""]}, {""start"": 21, ""end"": 23, ""text"": ""四川"", ""labels"": [""LOC""]}]"
",△?1月22日，中南医院隔离区护士站，正在工作的医务人员。","[{""start"": 3, ""end"": 8, ""text"": ""1月22日"", ""labels"": [""TIME""]}, {""start"": 9, ""end"": 13, ""text"": ""中南医院"", ""labels"": [""ORG""]}, {""start"": 13, ""end"": 15, ""text"": ""隔离"", ""labels"": [""POL""]}]"
”这位女明星死得蹊跷，其经纪人委托夏元瑜做尸检，结果夏元瑜从这位女明星的肺里抽出两条五寸长的蛔虫来……夏元瑜回忆说：“四十年前上海市立动物园的一只老虎死于肺病，二十年前圆山动物园的一只日本赤熊也由肺病而亡，（假如它们的肺里也有寄生虫）您把这些沾满虫卵和细菌的肉吃下去，虽不一定传染上疾病，我可请问您恶心不恶心？,"[{""start"": 17, ""end"": 20, ""text"": ""夏元瑜"", ""labels"": [""PER""]}, {""start"": 26, ""end"": 29, ""text"": ""夏元瑜"", ""labels"": [""PER""]}, {""start"": 51, ""end"": 54, ""text"": ""夏元瑜"", ""labels"": [""PER""]}, {""start"": 63, ""end"": 66, ""text"": ""上海市"", ""labels"": [""LOC""]}]"
",市场对于美联储态度的解读是认为联储在货币政策问题上依旧保持谨慎，没有完全放弃降息念头，后市的操作取决于经济前景。","[{""start"": 5, ""end"": 8, ""text"": ""美联储"", ""labels"": [""ORG""]}]"
直接影响的工作日估计是5个，对于湖北地区，影响工作日估计是10个。,"[{""start"": 16, ""end"": 18, ""text"": ""湖北"", ""labels"": [""LOC""]}]"
考虑到第四次经济普查的影响，2020年全年GDP增速至少需要达到5.5%，才能实现GDP翻番的目标。,"[{""start"": 14, ""end"": 19, ""text"": ""2020年"", ""labels"": [""TIME""]}]"
